order_id,customer_id,order_date,total_amount,is_delivered,delivery_date
100112,2,2024-12-31,47439,true,
100113,3,2025-07-16,59974,true,
100114,4,2025-01-17,20750,false,
100115,5,2025-01-19,73201,true,
100116,1,2025-08-01,77048,false,
100117,7,2025-06-14,62718,true,
100118,9,2025-08-28,1195,true,
100119,2,2025-09-13,25060,true,
100120,3,2025-12-25,85525,true,
100121,4,2025-02-17,79375,false,
100122,5,2025-06-06,79653,true,
100123,1,2025-08-21,96676,true,
100124,7,2025-05-28,90220,true,
100125,9,2025-09-19,40809,false,
100126,2,2025-12-03,20011,true,
100127,3,2025-10-03,46446,true,
100128,4,2025-04-30,52032,true,
100129,5,2025-07-25,14201,true,
100130,1,2025-10-30,9489,false,
100131,7,2025-01-07,23460,true,
100132,9,2025-08-30,91896,true,
100133,2,2025-02-08,46950,true,
100134,3,2025-11-16,25088,false,
100135,4,2025-10-10,15670,false,
100136,5,2025-05-17,72179,false,
100137,1,2025-09-23,33895,true,
100138,7,2025-01-24,67681,false,
100139,9,2025-03-15,88096,true,
100140,2,2025-10-16,38712,true,
100141,3,2025-05-14,84094,true,
100142,4,2025-08-23,13215,true,
100143,5,2025-05-16,34463,true,
100144,1,2025-10-16,92078,true,
100145,7,2025-09-18,62918,true,
100146,9,2025-12-05,14680,true,
100147,2,2025-09-17,23006,false,
100148,3,2025-05-16,96131,true,
100149,4,2025-10-14,66230,false,
100150,5,2025-06-08,75990,false,
100151,1,2025-06-05,57789,true,
100152,7,2025-09-03,92836,false,
100153,9,2025-07-28,89764,true,
100154,2,2025-10-04,90968,false,
100155,3,2025-05-22,9234,true,
100156,4,2025-08-20,82900,true,
100157,5,2025-09-21,32410,false,
100158,1,2025-05-06,29902,true,
100159,7,2025-12-23,80124,false,
100160,9,2025-03-18,43454,false,
100161,2,2025-08-20,98877,false,
100162,3,2025-01-14,3111,false,
100163,4,2025-06-02,2595,true,
100164,5,2025-11-01,34168,true,
100165,1,2025-06-21,69186,true,
100166,7,2025-01-13,6120,true,
100167,9,2025-02-19,21980,false,
100168,2,2025-05-23,25141,true,
100169,3,2025-05-22,82416,false,
100170,4,2025-09-29,66811,true,
100171,5,2025-12-07,39782,true,
100172,1,2025-08-09,217,false,
100173,7,2025-11-06,8388,true,
100174,9,2025-09-29,86418,true,
100175,2,2025-04-30,33323,false,
100176,3,2025-07-29,68943,false,
100177,4,2025-10-29,15207,false,
100178,5,2025-09-28,10844,true,
100179,1,2025-12-04,26156,true,
100180,7,2025-03-12,83611,false,
100181,9,2025-04-15,80148,true,
100182,2,2025-12-19,52210,true,
100183,3,2025-01-29,42224,true,
100184,4,2025-07-20,9854,true,
100185,5,2025-12-24,47031,false,
100186,1,2025-05-12,49919,true,
100187,7,2025-03-22,60846,true,
100188,9,2025-10-11,35113,false,
100189,2,2025-01-04,63210,true,
100190,3,2025-04-18,66496,true,
100191,4,2025-06-12,53299,true,
100192,5,2025-03-27,15963,true,
100193,1,2025-06-12,18808,false,
100194,7,2025-03-10,12332,true,
100195,9,2025-03-04,28020,true,
100196,2,2025-02-16,70577,true,
100197,3,2025-05-10,71032,true,
100198,4,2025-05-14,62080,false,
100199,5,2025-11-01,31098,false,
100200,1,2025-01-05,92780,false,
100201,7,2025-03-25,78530,false,
100202,9,2025-12-10,42284,false,
100203,2,2025-08-06,13797,true,
100204,3,2025-09-11,34799,true,
100205,4,2025-02-12,43143,false,
100206,5,2025-08-06,78781,true,
100207,1,2025-09-15,27555,false,
100208,7,2025-07-07,25607,false,
100209,9,2025-09-24,51627,true,
100210,2,2025-04-14,76386,true,
100211,3,2025-11-21,24486,true,
100212,4,2025-07-01,79648,true,
100213,5,2025-10-30,55544,false,
100214,1,2025-06-24,33846,false,
100215,7,2025-08-02,8148,true,
100216,9,2025-04-12,59709,false,
100217,2,2025-11-24,76416,true,
100218,3,2025-02-08,85137,true,
100219,4,2025-03-19,88134,false,
100220,5,2025-05-02,25899,true,
100221,1,2025-04-17,64434,false,
100222,7,2025-05-06,41814,true,
100223,9,2025-03-27,63473,true,
100224,2,2025-01-21,77934,false,
100225,3,2025-12-17,49397,true,
100226,4,2025-12-20,21879,false,
100227,5,2025-09-15,78578,true,
100228,1,2025-05-15,73628,true,
100229,7,2025-06-04,33065,true,
100230,9,2025-11-26,15694,true,
100231,2,2025-09-20,98201,true,
100232,3,2025-05-09,84425,true,
100233,4,2025-02-03,35066,false,
100234,5,2025-05-20,64286,true,
100235,1,2025-10-24,91366,true,
100236,7,2025-08-02,54322,true,
100237,9,2025-03-12,45298,false,
100238,2,2025-12-09,77335,false,
100239,3,2025-02-13,99825,true,
100240,4,2025-08-13,82129,false,
100241,5,2025-05-22,95797,true,
100242,1,2025-03-20,13083,true,
100243,7,2025-10-13,56036,false,
100244,9,2025-08-31,94012,false,
100245,2,2025-05-13,62296,false,
100246,3,2025-05-22,41786,true,
100247,4,2025-04-06,15701,true,
100248,5,2025-06-17,5666,false,
100249,1,2025-03-18,37033,true,
100250,7,2025-05-09,33973,false,
100251,9,2025-11-03,64467,false,
100252,2,2025-06-30,29631,false,
100253,3,2025-10-12,97266,false,
100254,4,2025-05-27,72562,true,
100255,5,2025-08-25,24492,false,
100256,1,2025-06-26,34674,true,
100257,7,2025-04-08,63185,false,
100258,9,2025-12-04,70353,false,
100259,2,2025-09-01,88002,false,
100260,3,2025-09-03,59058,true,
100261,4,2025-12-02,67658,false,
100262,5,2025-05-06,81630,false,
100263,1,2025-07-07,56898,true,
100264,7,2025-10-28,52779,true,
100265,9,2025-01-08,37355,false,
100266,2,2025-11-12,54395,false,
100267,3,2024-12-27,49670,true,
100268,4,2025-07-28,3962,true,
100269,5,2025-07-08,93342,false,
100270,1,2025-04-01,71612,false,
100271,7,2025-02-19,75954,false,
100272,9,2025-08-13,34868,true,
100273,2,2025-06-01,86002,false,
100274,3,2025-09-19,92771,true,
100275,4,2025-07-25,71930,true,
100276,5,2025-08-22,68229,false,
100277,1,2025-07-28,92554,true,
100278,7,2025-07-04,25437,false,
100279,9,2025-01-20,15219,true,
100280,2,2025-11-10,412,false,
100281,3,2025-11-26,32303,true,
100282,4,2025-03-19,9127,false,
100283,5,2025-04-24,92781,true,
100284,1,2025-11-11,90006,true,
100285,7,2025-11-26,21222,false,
100286,9,2025-04-18,97586,true,
100287,2,2025-02-15,53103,true,
100288,3,2025-01-31,68076,false,
100289,4,2025-09-21,48693,false,
100290,5,2025-02-05,68635,false,
100291,1,2025-11-11,22030,false,
100292,7,2025-09-11,92520,true,
100293,9,2025-04-12,91123,true,
100294,2,2025-03-25,21318,false,
100295,3,2025-11-05,59552,true,
100296,4,2025-12-09,78390,true,
100297,5,2025-11-01,56576,true,
100298,1,2025-10-16,42973,true,
100299,7,2025-05-20,73926,false,
100300,9,2025-10-21,98210,true,
100301,2,2025-08-28,60808,true,
100302,3,2025-03-25,85212,false,
100303,4,2025-02-18,88486,false,
100304,5,2025-02-28,55397,true,
100305,1,2025-09-05,1918,true,
100306,7,2025-07-07,65704,true,
100307,9,2025-05-06,12524,false,
100308,2,2025-08-05,32913,true,
100309,3,2025-03-31,53035,false,
100310,4,2025-03-24,44025,false,
100311,5,2025-05-02,4320,false,
100312,1,2025-05-11,39055,true,
100313,7,2025-04-22,54627,true,
100314,9,2025-09-17,77030,true,
100315,2,2025-06-14,24823,false,
100316,3,2025-03-04,90720,false,
100317,4,2025-02-26,83031,false,
100318,5,2025-07-13,4025,false,
100319,1,2025-05-20,23505,false,
100320,7,2025-03-01,60560,false,
100321,9,2025-01-09,50734,true,
100322,2,2025-10-24,49502,true,
100323,3,2025-06-08,75378,false,
100324,4,2025-06-27,55366,true,
100325,5,2025-10-15,45269,false,
100326,1,2025-06-16,82323,false,
100327,7,2025-04-21,20694,false,
100328,9,2025-07-06,30166,true,
100329,2,2025-07-12,16838,true,
100330,3,2025-10-03,52873,false,
100331,4,2025-08-24,28429,false,
100332,5,2025-04-27,13689,false,
100333,1,2025-09-29,19574,false,
100334,7,2025-05-03,45122,true,
100335,9,2025-02-10,37982,false,
100336,2,2025-02-05,59498,true,
100337,3,2025-06-11,14983,false,
100338,4,2025-08-29,27948,false,
100339,5,2025-06-10,31946,true,
100340,1,2025-03-06,87940,true,
100341,7,2025-09-10,56735,true,
100342,9,2025-03-01,85442,false,
100343,2,2025-12-15,1224,false,
100344,3,2025-10-01,86758,false,
100345,4,2025-06-28,34151,false,
100346,5,2024-12-29,9548,false,
100347,1,2025-05-15,33605,true,
100348,7,2025-04-02,94838,false,
100349,9,2025-03-20,30243,false,
100350,2,2025-02-28,14271,true,
100351,3,2025-11-16,87861,false,
100352,4,2025-08-30,72204,true,
100353,5,2025-01-03,45273,false,
100354,1,2025-06-21,66858,true,
100355,7,2025-05-23,28234,false,
100356,9,2025-07-18,1576,false,
100357,2,2025-01-02,41164,false,
100358,3,2025-07-21,17632,false,
100359,4,2025-03-12,27959,false,
100360,5,2025-01-18,82232,true,
100361,1,2025-01-02,88603,false,
100362,7,2025-08-27,31308,false,
100363,9,2025-03-27,39890,true,
100364,2,2025-01-29,29590,true,
100365,3,2025-05-19,20121,false,
100366,4,2025-10-22,21264,true,
100367,5,2025-03-19,37634,true,
100368,1,2025-05-01,32966,false,
100369,7,2025-10-05,83669,false,
100370,9,2025-07-20,42708,false,
100371,2,2025-03-23,46880,true,
100372,3,2025-11-02,8934,false,
100373,4,2025-06-09,15543,true,
100374,5,2025-03-08,31719,true,
100375,1,2025-06-01,26807,false,
100376,7,2025-06-25,5408,true,
100377,9,2025-08-25,83322,true,
100378,2,2025-08-17,29917,false,
100379,3,2025-02-11,62488,true,
100380,4,2025-01-31,19597,false,
100381,5,2025-05-18,53134,true,
100382,1,2025-11-05,89290,false,
100383,7,2025-01-13,91956,true,
100384,9,2025-11-07,77816,true,
100385,2,2025-06-28,32449,false,
100386,3,2025-05-08,7372,true,
100387,4,2025-03-21,44288,true,
100388,5,2025-10-24,48606,false,
100389,1,2025-12-13,64965,true,
100390,7,2025-05-30,19881,true,
100391,9,2025-11-09,36377,false,
100392,2,2025-12-27,52472,false,
100393,3,2025-05-27,17532,false,
100394,4,2025-03-31,56044,true,
100395,5,2025-12-10,75412,true,
100396,1,2025-01-29,89832,true,
100397,7,2025-12-11,43219,true,
100398,9,2025-07-16,68478,false,
100399,2,2025-06-26,69471,false,
100400,3,2025-10-21,8912,true,
100401,4,2025-04-02,7169,false,
100402,5,2025-04-13,40064,false,
100403,1,2025-09-28,74224,true,
100404,7,2025-09-10,75436,false,
100405,9,2025-02-19,38779,false,
100406,2,2025-09-23,2505,false,
100407,3,2025-02-03,19573,true,
100408,4,2025-11-18,96934,true,
100409,5,2025-11-26,4912,false,
100410,1,2025-02-22,60642,false,
100411,7,2025-07-08,13521,true,
100412,9,2025-10-31,12482,false,
100413,2,2025-11-21,20756,false,
100414,3,2025-03-21,20097,true,
100415,4,2025-02-25,55800,false,
100416,5,2025-02-28,48412,true,
100417,1,2025-08-03,48124,true,
100418,7,2025-10-10,88563,true,
100419,9,2025-12-09,71349,false,
100420,2,2025-06-02,48658,false,
100421,3,2025-02-27,24249,false,
100422,4,2025-06-24,56449,true,
100423,5,2025-04-30,66708,true,
100424,1,2025-08-22,93458,true,
100425,7,2025-08-18,96535,true,
100426,9,2025-06-28,33392,true,
100427,2,2025-10-04,9074,false,
100428,3,2025-07-26,83166,false,
100429,4,2025-06-01,11619,true,
100430,5,2025-01-26,37193,true,
100431,1,2025-09-20,52530,false,
100432,7,2025-02-09,97767,false,
100433,9,2025-02-17,69384,false,
100434,2,2025-05-23,59687,false,
100435,3,2025-12-22,53582,false,
100436,4,2025-02-25,29462,true,
100437,5,2025-02-04,61999,false,
100438,1,2025-03-12,34621,false,
100439,7,2025-07-10,32261,false,
100440,9,2025-01-07,66934,true,
100441,2,2025-05-03,51912,true,
100442,3,2025-08-26,70663,false,
100443,4,2025-10-12,38621,true,
100444,5,2025-03-20,33065,true,
100445,1,2025-08-29,22618,false,
100446,7,2025-03-10,1798,true,
100447,9,2025-09-17,69591,false,
100448,2,2025-10-04,39438,false,
100449,3,2025-02-23,9746,true,
100450,4,2025-06-13,74507,false,
100451,5,2025-08-27,36109,true,
100452,1,2025-03-12,57044,false,
100453,7,2025-04-06,4659,false,
100454,9,2025-10-31,45783,false,
100455,2,2025-05-08,96240,true,
100456,3,2025-12-25,20195,true,
100457,4,2025-04-18,39859,false,
100458,5,2025-10-04,15068,true,
100459,1,2025-07-10,15217,false,
100460,7,2025-09-02,80005,true,
100461,9,2025-09-22,23911,false,
100462,2,2025-05-28,25451,false,
100463,3,2025-11-27,81446,true,
100464,4,2025-11-14,10591,false,
100465,5,2025-10-19,82710,true,
100466,1,2025-01-24,55335,false,
100467,7,2025-07-07,75904,true,
100468,9,2025-11-03,60245,true,
100469,2,2025-11-28,5339,false,
100470,3,2025-06-05,69314,true,
100471,4,2025-08-05,69676,false,
100472,5,2025-03-08,92375,false,
100473,1,2025-06-30,41264,true,
100474,7,2025-04-25,87930,false,
100475,9,2025-10-03,34257,true,
100476,2,2025-10-01,12309,false,
100477,3,2025-04-07,76205,true,
100478,4,2025-04-20,84445,false,
100479,5,2025-05-23,44807,true,
100480,1,2025-07-21,1698,false,
100481,7,2025-03-27,19879,false,
100482,9,2025-12-08,41854,false,
100483,2,2025-06-11,85910,false,
100484,3,2025-07-26,96061,false,
100485,4,2025-11-02,42740,false,
100486,5,2025-08-17,83919,true,
100487,1,2025-04-26,28446,true,
100488,7,2025-03-04,67516,true,
100489,9,2025-05-29,36523,false,
100490,2,2025-07-08,71020,false,
100491,3,2025-09-10,90962,true,
100492,4,2025-05-09,16774,true,
100493,5,2025-02-19,18995,true,
100494,1,2025-04-18,47366,false,
100495,7,2025-12-23,19680,false,
100496,9,2025-08-17,68147,true,
100497,2,2025-08-24,39785,false,
100498,3,2025-03-29,89414,true,
100499,4,2025-04-12,2826,true,
100500,5,2025-11-24,20093,true,
100501,1,2025-04-21,61674,true,
100502,7,2025-05-21,29708,true,
100503,9,2025-01-03,35291,true,
100504,2,2025-12-24,8567,true,
100505,3,2025-05-18,65740,true,
100506,4,2025-06-25,8833,false,
100507,5,2025-10-02,32630,false,
100508,1,2025-10-26,68142,false,
100509,7,2025-07-31,79788,true,
100510,9,2025-03-30,57931,true,
100511,2,2025-08-09,81855,true,
100512,3,2025-10-16,5589,true,
100513,4,2025-10-15,80805,true,
100514,5,2025-01-21,57643,false,
100515,1,2025-11-11,44227,true,
100516,7,2025-11-01,17024,false,
100517,9,2025-09-10,87126,true,
100518,2,2025-04-13,53527,false,
100519,3,2025-10-07,30133,false,
100520,4,2025-04-25,10444,true,
100521,5,2025-05-09,22545,true,
100522,1,2025-02-09,4786,false,
100523,7,2025-12-23,2879,false,
100524,9,2025-07-17,15224,true,
100525,2,2025-04-13,60642,false,
100526,3,2025-11-01,37933,true,
100527,4,2025-12-05,71334,true,
100528,5,2025-04-07,79025,true,
100529,1,2025-08-21,53104,true,
100530,7,2025-06-09,42445,true,
100531,9,2025-04-25,49309,false,
100532,2,2025-08-31,15076,false,
100533,3,2025-11-09,30209,true,
100534,4,2025-07-21,74169,true,
100535,5,2025-10-24,70837,false,
100536,1,2025-09-25,97147,true,
100537,7,2025-09-03,54194,false,
100538,9,2025-12-25,67734,true,
100539,2,2025-10-22,34933,false,
100540,3,2025-08-10,95262,false,
100541,4,2025-11-23,53861,false,
100542,5,2025-07-20,3843,false,
100543,1,2025-03-02,87939,false,
100544,7,2025-02-07,91168,false,
100545,9,2025-06-21,34180,true,
100546,2,2025-03-16,64534,false,
100547,3,2025-03-14,899,false,
100548,4,2025-10-09,4661,false,
100549,5,2025-03-06,34195,false,
100550,1,2025-06-15,62839,true,
100551,7,2025-07-28,65253,false,
100552,9,2025-08-31,61883,false,
100553,2,2025-12-12,49276,false,
100554,3,2025-03-29,61068,true,
100555,4,2025-08-05,20686,false,
100556,5,2025-11-26,78716,false,
100557,1,2025-05-29,69850,false,
100558,7,2025-06-13,44704,true,
100559,9,2025-11-24,36645,false,
100560,2,2025-04-20,69877,false,
100561,3,2025-01-17,63,false,
100562,4,2025-06-23,64754,false,
100563,5,2025-06-11,60088,true,
100564,1,2025-10-15,71578,false,
100565,7,2025-11-23,67581,true,
100566,9,2025-08-17,50023,true,
100567,2,2025-01-13,47779,false,
100568,3,2025-11-03,43346,false,
100569,4,2025-10-10,30225,true,
100570,5,2025-10-31,38473,true,
100571,1,2025-09-07,373,false,
100572,7,2025-10-28,56355,false,
100573,9,2025-09-24,12290,false,
100574,2,2025-09-29,24439,false,
100575,3,2025-04-18,11279,true,
100576,4,2025-10-25,33805,true,
100577,5,2025-03-28,69515,false,
100578,1,2025-08-08,53445,true,
100579,7,2025-07-25,31709,false,
100580,9,2025-01-19,63830,false,
100581,2,2025-02-22,779,false,
100582,3,2025-06-10,36833,false,
100583,4,2025-10-24,86193,true,
100584,5,2025-01-22,33604,true,
100585,1,2025-02-09,21261,true,
100586,7,2025-03-21,34181,true,
100587,9,2025-01-12,26453,true,
100588,2,2025-06-29,22788,true,
100589,3,2025-05-17,97162,false,
100590,4,2025-11-25,86289,false,
100591,5,2025-05-17,70266,false,
100592,1,2025-04-20,34823,false,
100593,7,2025-06-11,96075,false,
100594,9,2025-12-06,12014,false,
100595,2,2025-06-20,46111,true,
100596,3,2025-06-18,88803,true,
100597,4,2025-09-07,72366,false,
100598,5,2025-02-12,70750,true,
100599,1,2025-06-24,91129,false,
100600,7,2025-03-25,10574,true,
100601,9,2025-02-14,44034,false,
100602,2,2025-06-22,55307,true,
100603,3,2025-06-07,6079,true,
100604,4,2025-10-15,72688,true,
100605,5,2025-11-14,46767,true,
100606,1,2025-01-05,7768,false,
100607,7,2025-10-07,94801,false,
100608,9,2025-12-09,96222,true,
100609,2,2025-07-31,73479,false,
100610,3,2025-03-10,77283,false,
100611,4,2025-01-26,73054,false,
100612,5,2025-07-15,95828,true,
100613,1,2025-06-22,62479,true,
100614,7,2025-06-27,35768,false,
100615,9,2024-12-27,62116,true,
100616,2,2025-06-20,89795,false,
100617,3,2025-01-21,19918,true,
100618,4,2025-12-25,3866,false,
100619,5,2025-05-23,11292,false,
100620,1,2025-09-27,44006,false,
100621,7,2025-03-19,49957,false,
100622,9,2025-05-23,1196,false,
100623,2,2025-09-29,8525,false,
100624,3,2025-06-14,28621,false,
100625,4,2025-06-18,61063,false,
100626,5,2025-01-24,55003,true,
100627,1,2025-09-25,74885,true,
100628,7,2025-09-04,68003,false,
100629,9,2025-06-09,4773,true,
100630,2,2025-08-23,9368,false,
100631,3,2025-02-02,62230,true,
100632,4,2025-01-11,90657,false,
100633,5,2025-07-17,75171,true,
100634,1,2025-07-13,4092,true,
100635,7,2025-05-27,33366,false,
100636,9,2025-11-03,89226,false,
100637,2,2025-08-11,50543,true,
100638,3,2025-08-29,79082,true,
100639,4,2025-02-12,73723,false,
100640,5,2025-08-18,67195,true,
100641,1,2025-06-17,59044,true,
100642,7,2025-09-20,33211,true,
100643,9,2025-09-22,38519,true,
100644,2,2025-09-09,10955,true,
100645,3,2025-03-14,32278,true,
100646,4,2025-09-04,19926,false,
100647,5,2025-01-18,17527,true,
100648,1,2025-04-06,92077,false,
100649,7,2025-11-29,89552,true,
100650,9,2025-04-26,75204,true,
100651,2,2025-12-05,5677,false,
100652,3,2025-11-30,19498,false,
100653,4,2025-05-24,70547,false,
100654,5,2025-04-12,88934,false,
100655,1,2025-05-09,76229,false,
100656,7,2025-01-26,52371,false,
100657,9,2025-12-13,2198,false,
100658,2,2025-02-27,24625,false,
100659,3,2025-01-13,78487,true,
100660,4,2024-12-31,40462,true,
100661,5,2025-03-19,30159,true,
100662,1,2025-04-15,90092,true,
100663,7,2025-05-31,36416,true,
100664,9,2025-02-02,30674,false,
100665,2,2025-11-19,96159,true,
100666,3,2025-01-08,88229,false,
100667,4,2025-05-21,95583,true,
100668,5,2025-06-08,98868,true,
100669,1,2025-08-22,59399,true,
100670,7,2025-01-02,35832,false,
100671,9,2025-02-22,33096,true,
100672,2,2025-08-19,89910,true,
100673,3,2025-10-16,64024,false,
100674,4,2025-02-19,87405,false,
100675,5,2025-09-05,68498,false,
100676,1,2025-10-20,4964,true,
100677,7,2025-06-15,7564,true,
100678,9,2025-04-11,46841,false,
100679,2,2025-06-24,89869,false,
100680,3,2025-03-11,76529,true,
100681,4,2025-10-01,27175,false,
100682,5,2025-09-10,66306,false,
100683,1,2025-10-10,21779,false,
100684,7,2025-08-07,74529,false,
100685,9,2025-01-24,52110,false,
100686,2,2025-01-20,53172,false,
100687,3,2025-07-07,23140,false,
100688,4,2025-11-12,8493,false,
100689,5,2025-10-30,69729,true,
100690,1,2025-03-14,98329,true,
100691,7,2025-04-13,91610,true,
100692,9,2025-12-10,88112,false,
100693,2,2025-07-04,57340,true,
100694,3,2025-02-08,708,false,
100695,4,2025-02-02,75759,false,
100696,5,2025-05-29,55556,false,
100697,1,2025-04-03,41583,true,
100698,7,2025-08-18,34336,false,
100699,9,2025-07-14,46260,true,
100700,2,2025-12-17,5495,false,
100701,3,2025-07-28,13773,true,
100702,4,2025-09-14,42711,false,
100703,5,2025-07-06,95019,true,
100704,1,2025-06-02,45379,false,
100705,7,2025-05-25,32439,false,
100706,9,2025-01-10,83565,true,
100707,2,2025-07-14,15704,true,
100708,3,2025-01-30,58201,true,
100709,4,2025-08-15,93782,false,
100710,5,2025-06-07,46378,false,
100711,1,2025-06-03,27421,false,
100712,7,2025-12-24,54849,true,
100713,9,2025-01-14,46212,true,
100714,2,2025-08-14,54636,false,
100715,3,2025-11-06,76105,false,
100716,4,2025-05-12,41907,false,
100717,5,2024-12-31,26201,true,
100718,1,2025-09-27,51683,true,
100719,7,2025-01-17,78588,true,
100720,9,2025-09-16,83918,true,
100721,2,2025-05-23,93472,true,
100722,3,2025-02-28,60726,false,
100723,4,2025-07-21,5333,false,
100724,5,2025-01-23,54359,false,
100725,1,2025-02-15,36372,true,
100726,7,2025-08-13,38551,false,
100727,9,2025-04-18,45242,true,
100728,2,2025-10-20,90714,true,
100729,3,2025-11-13,93020,false,
100730,4,2025-06-30,48758,false,
100731,5,2025-02-18,84133,false,
100732,1,2025-08-29,81971,false,
100733,7,2025-06-17,22040,true,
100734,9,2025-02-09,83409,true,
100735,2,2025-07-16,5615,false,
100736,3,2025-01-04,57340,false,
100737,4,2025-05-12,58821,true,
100738,5,2025-01-31,13462,true,
100739,1,2025-03-31,29675,true,
100740,7,2025-09-27,36003,false,
100741,9,2025-02-21,64688,true,
100742,2,2025-06-26,88651,false,
100743,3,2025-06-08,69157,false,
100744,4,2025-11-01,58970,false,
100745,5,2025-05-23,61764,true,
100746,1,2025-12-25,88277,false,
100747,7,2025-10-07,98476,false,
100748,9,2025-07-06,86701,false,
100749,2,2025-04-30,32832,false,
100750,3,2025-01-09,17934,false,
100751,4,2025-01-16,89862,false,
100752,5,2025-03-01,28728,false,
100753,1,2025-03-16,6979,false,
100754,7,2025-09-02,85678,true,
100755,9,2025-07-14,78952,true,
100756,2,2025-03-21,63094,false,
100757,3,2025-04-12,78060,false,
100758,4,2025-04-11,21070,true,
100759,5,2025-09-25,69586,true,
100760,1,2025-08-13,51825,false,
100761,7,2025-02-16,28289,false,
100762,9,2025-06-07,81920,true,
100763,2,2025-09-23,29685,false,
100764,3,2025-05-23,99104,false,
100765,4,2025-08-21,90761,false,
100766,5,2025-01-14,30586,false,
100767,1,2025-01-07,50245,true,
100768,7,2025-09-04,12968,false,
100769,9,2025-05-27,63289,true,
100770,2,2025-09-11,57914,false,
100771,3,2025-08-19,56180,true,
100772,4,2025-07-01,69942,true,
100773,5,2025-06-28,4091,true,
100774,1,2025-05-09,22000,true,
100775,7,2025-08-31,92088,false,
100776,9,2025-04-04,75687,false,
100777,2,2025-06-28,18739,true,
100778,3,2025-03-19,43936,true,
100779,4,2025-08-18,36271,true,
100780,5,2025-11-15,89717,true,
100781,1,2025-12-10,59392,false,
100782,7,2025-11-30,83411,true,
100783,9,2025-01-06,48766,false,
100784,2,2025-09-20,23036,true,
100785,3,2025-06-24,33013,true,
100786,4,2025-06-22,77678,true,
100787,5,2025-04-22,60985,false,
100788,1,2025-02-09,79177,false,
100789,7,2025-02-25,38222,false,
100790,9,2025-09-06,576,true,
100791,2,2025-02-03,21937,false,
100792,3,2025-04-16,6064,false,
100793,4,2025-07-02,48466,false,
100794,5,2025-05-03,22534,false,
100795,1,2025-09-27,45979,true,
100796,7,2025-10-28,86508,true,
100797,9,2025-08-19,11002,true,
100798,2,2025-11-28,77568,false,
100799,3,2025-02-05,1643,true,
100800,4,2025-03-31,11039,true,
100801,5,2025-01-21,30056,true,
100802,1,2025-12-21,816,true,
